Programatic Name,OID Name,OID Numeric,Index Name
st_ext_inpContactEnable01,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_ext_inpContactEnable01,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_ext_inpContactType01,,,
st_ext_inpContactType01,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_condensDetectEnable,,,
st_sys_condensDetectEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_condensDetectEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_condensDetectEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_condensDetectType,,,
st_sys_condensDetectType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_shutdownPwrLossEnable,,,
st_sys_shutdownPwrLossEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_shutdownPwrLossEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_shutdownPwrLossEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_shutdownPwrLossType,,,
st_sys_shutdownPwrLossType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_smokeDetectedEnable,,,
st_sys_smokeDetectedEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_smokeDetectedEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_smokeDetectedEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_smokeDetectedType,,,
st_sys_smokeDetectedType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_waterUnderFloorEnable,,,
st_sys_waterUnderFloorEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_waterUnderFloorEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_waterUnderFloorEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_waterUnderFloorType,,,
st_sys_waterUnderFloorType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_serviceReqEnable,,,
st_sys_serviceReqEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_serviceReqEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_serviceReqEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_sys_serviceReqType,,,
st_sys_serviceReqType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_fan_issueEnable,,,
st_fan_issueEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_fan_issueEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_fan_issueEnable,lgpConditionControlEnableStatus,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.3,
st_fan_issueType,,,
st_fan_issueType,lgpConditionControlType,.1.3.6.1.4.1.476.1.42.3.2.4.20.1.4,
st_sys_eventAckReset,lgpConditionControlEventReset,.1.3.6.1.4.1.476.1.42.3.2.4.1,
st_sys_eventAckReset,lgpConditionControlEventReset,.1.3.6.1.4.1.476.1.42.3.2.4.1,
st_sys_eventAckReset,lgpConditionControlEventReset,.1.3.6.1.4.1.476.1.42.3.2.4.1,
st_sys_eventAckReset,lgpConditionControlEventAck,.1.3.6.1.4.1.476.1.42.3.2.4.2,
st_sys_eventAckReset,lgpConditionControlEventAck,.1.3.6.1.4.1.476.1.42.3.2.4.2,
st_sys_eventAckReset,lgpConditionControlEventAck,.1.3.6.1.4.1.476.1.42.3.2.4.2,
evt_ext_tmpAirOverA,lgpConditionHighTemperatureExternalAirSensorA,.1.3.6.1.4.1.476.1.42.3.2.1.142.6
evt_ext_tmpAirOverB,lgpConditionHighTemperatureExternalAirSensorB,.1.3.6.1.4.1.476.1.42.3.2.1.142.7
evt_ext_tmpAirUnderA,lgpConditionLowTemperatureExternalAirSensorA,.1.3.6.1.4.1.476.1.42.3.2.1.143.3
evt_ext_tmpAirUnderB,lgpConditionLowTemperatureExternalAirSensorB,.1.3.6.1.4.1.476.1.42.3.2.1.143.4
evt_ext_tmpDewPntOver,lgpConditionHighExternalDewPoint,.1.3.6.1.4.1.476.1.42.3.2.1.163
evt_ext_snsrAirIssueA,lgpConditionAirSensorAFailure,.1.3.6.1.4.1.476.1.42.3.2.1.54.18
evt_ext_snsrAirIssueB,lgpConditionAirSensorBFailure,.1.3.6.1.4.1.476.1.42.3.2.1.54.19
evt_clng_tmpSupCWOver,lgpConditionChilledWaterOverTemperature,.1.3.6.1.4.1.476.1.42.3.2.1.59.12
evt_clng_snsrSupCWIssue,lgpConditionChilledWaterSupplySensorFailure,.1.3.6.1.4.1.476.1.42.3.2.1.54.20
evt_valv_CWPosition,lgpConditionChilledWaterValvePosition,.1.3.6.1.4.1.476.1.42.3.2.1.233.1
evt_clng_tmpSupRfgOver,lgpConditionHighTemperatureRefrigerantSupply,.1.3.6.1.4.1.476.1.42.3.2.1.142.8
evt_clng_tmpSupRfgUnder,lgpConditionLowTemperatureRefrigerantSupply,.1.3.6.1.4.1.476.1.42.3.2.1.143.5
evt_clng_snsrSupRfgIssue,lgpConditionRefrigerantSupplySensorFailure,.1.3.6.1.4.1.476.1.42.3.2.1.54.21
evt_clng_tmpSupFluOver,lgpConditionHighTemperatureFluidSupply,.1.3.6.1.4.1.476.1.42.3.2.1.142.9
evt_clng_tmpSupFluUnder,lgpConditionLowTemperatureFluidSupply,.1.3.6.1.4.1.476.1.42.3.2.1.143.6
evt_clng_snsrSupFluIssue,lgpConditionFluidSupplySensorFailure,.1.3.6.1.4.1.476.1.42.3.2.1.54.22
evt_pump_flowLoss1,lgpConditionPump1FlowLoss,.1.3.6.1.4.1.476.1.42.3.2.1.232.1.1
evt_pump_flowLoss2,lgpConditionPump2FlowLoss,.1.3.6.1.4.1.476.1.42.3.2.1.232.1.2
evt_pump_shortCycle,lgpConditionPumpShortCycle,.1.3.6.1.4.1.476.1.42.3.2.1.232.2
evt_pump_hrsExceeded,,.
evt_comp_prsHigh1A,lgpConditionCompressor1AHighHeadPressure,.1.3.6.1.4.1.476.1.42.3.2.1.7.1.1
evt_comp_prsHigh1B,lgpConditionCompressor1BHighHeadPressure,.1.3.6.1.4.1.476.1.42.3.2.1.7.1.2
evt_comp_prsHigh2A,lgpConditionCompressor2AHighHeadPressure,.1.3.6.1.4.1.476.1.42.3.2.1.7.2.1
evt_comp_prsHigh2B,lgpConditionCompressor2BHighHeadPressure,.1.3.6.1.4.1.476.1.42.3.2.1.7.2.2
evt_comp_shortCycle1A,lgpConditionCompressor1AShortCycle,.1.3.6.1.4.1.476.1.42.3.2.1.9.1.1
evt_comp_shortCycle1B,lgpConditionCompressor1BShortCycle,.1.3.6.1.4.1.476.1.42.3.2.1.9.1.2
evt_comp_shortCycle2A,lgpConditionCompressor2AShortCycle,.1.3.6.1.4.1.476.1.42.3.2.1.9.2.1
evt_comp_shortCycle2B,lgpConditionCompressor2BShortCycle,.1.3.6.1.4.1.476.1.42.3.2.1.9.2.2
evt_comp_prsTandemLow1,lgpConditionTandemCompressorCircuit1LowPressure,.1.3.6.1.4.1.476.1.42.3.2.1.23.1.1
evt_comp_prsTandemLow2,lgpConditionTandemCompressorCircuit2LowPressure,.1.3.6.1.4.1.476.1.42.3.2.1.23.2.1
evt_ext_condensDetect,,.
evt_ext_fanIssue,,.
evt_ext_remSnsrIssue,lgpConditionEnvRemoteSensorGroup,.1.3.6.1.4.1.476.1.42.3.2.1.240
evt_ext_remShutdown,,.
evt_ext_tmpRangeAisleHot,,.
evt_ext_tmpRangeAisleCold,,.
evt_ext_inpContact01,lgpConditionInputContact01,.1.3.6.1.4.1.476.1.42.3.2.1.218.1
evt_sys_condensDetect,lgpConditionCondensationDetected,.1.3.6.1.4.1.476.1.42.3.2.1.234
evt_sys_shutdownPwrLoss,lgpConditionLostPower,.1.3.6.1.4.1.476.1.42.3.2.1.19
evt_sys_smokeDetected,lgpConditionSmokeDetected,.1.3.6.1.4.1.476.1.42.3.2.1.17
evt_sys_waterUnderFloor,lgpConditionWaterUnderFloor,.1.3.6.1.4.1.476.1.42.3.2.1.14
evt_sys_serviceReq,lgpConditionServiceCooling,.1.3.6.1.4.1.476.1.42.3.2.1.26
evt_fan_issue,lgpConditionBlowerFanFailure,.1.3.6.1.4.1.476.1.42.3.2.1.43.4
evt_sys_unitCommLost,,.
evt_sys_ramBatteryIssue,lgpConditionSystemControlBatteryLow,.1.3.6.1.4.1.476.1.42.3.2.1.28
evt_sys_masterCommLost,lgpConditionPeerNetworkNoMaster,.1.3.6.1.4.1.476.1.42.3.2.1.146
evt_sys_remShutdown,,.
evt_sys_missingUnitCode,lgpConditionUnitCodeNotConfigured,.1.3.6.1.4.1.476.1.42.3.2.1.162.1
evt_sys_unitOn,lgpConditionUnitOn,.1.3.6.1.4.1.476.1.42.3.2.1.136
evt_sys_unitOff,lgpConditionUnitOff,.1.3.6.1.4.1.476.1.42.3.2.1.137
evt_sys_unitStandby,lgpConditionSystemOnStanby,.1.3.6.1.4.1.476.1.42.3.2.1.140
evt_sys_partialShutdown,lgpConditionComponentShutdownPartial,.1.3.6.1.4.1.476.1.42.3.2.1.237.1
evt_sys_shutdown,lgpConditionUnitShutdown,.1.3.6.1.4.1.476.1.42.3.2.1.150
evt_sys_maintDue,lgpConditionMaintenanceDue,.1.3.6.1.4.1.476.1.42.3.2.1.235.1
evt_sys_maintCompleted,lgpConditionMaintenanceComplete,.1.3.6.1.4.1.476.1.42.3.2.1.235.2
