textID,text
4958,Module's measured total input apparent power line 3
4959,PDU Apparent Pwr L3
4960,Module's measured total input power factor line 1
4961,PDU Power Factor L1
4962,Module's measured total input power factor line 2
4963,PDU Power Factor L2
4964,Module's measured total input power factor line 3
4965,PDU Power Factor L3
4966,The system has detected a module over current condition on line 1
4967,PDU Over Current L1
4968,The system has detected a module over current condition on line 2
4969,PDU Over Current L2
4970,The system has detected a module over current condition on line 3
4971,PDU Over Current L3
4972,The system has detected a module under current condition on line 1
4973,PDU Under Current L1
4974,The system has detected a module under current condition on line 2
4975,PDU Under Current L2
4976,The system has detected a module under current condition on line 3
4977,PDU Under Current L3
4978,If the module current is below this threshold, an under current alarm is activated
4979,Under Current Alarm Threshold
4980,If the module current is above this threshold, an over current warning is activated
4981,Over Current Warning Threshold
4982,If the module current is above this threshold, an over current alarm is activated
4983,Over Current Alarm Threshold
4984,If the module current is below this threshold, an under current alarm is activated
4985,Under Current Alarm Threshold
4986,If the module current is above this threshold, an over current warning is activated
4987,Over Current Warning Threshold
4988,If the module current is above this threshold, an over current alarm is activated
4989,Over Current Alarm Threshold
4990,If the module's line 1 current is below this threshold, an under current alarm is activated
4991,Under Current Alarm Threshold L1
4992,If the module's line 2 current is below this threshold, an under current alarm is activated
4993,Under Current Alarm Threshold L2
4994,If the module's line 3 current is below this threshold, an under current alarm is activated
4995,Under Current Alarm Threshold L3
4996,If the module's line 1 current is above this threshold, an over current warning is activated
4997,Over Current Warn Threshold L1
4998,If the module's line 2 current is above this threshold, an over current warning is activated
4999,Over Current Warn Threshold L2
5000,If the module's line 3 current is above this threshold, an over current warning is activated
5001,Over Current Warn Threshold L3
5002,If the module's line 1 current is above this threshold, an over current alarm is activated
5003,Over Current Alarm Threshold L1
5004,If the module's line 2 current is above this threshold, an over current alarm is activated
5005,Over Current Alarm Threshold L2
5006,If the module's line 3 current is above this threshold, an over current alarm is activated
5007,Over Current Alarm Threshold L3
5008,The user assigned PDU label
5009,PDU User Assigned Label
5010,User assigned PDU asset tag
5011,PDU Asset Tag 01
5012,User assigned PDU asset tag
5013,PDU Asset Tag 02
5014,The receptacle power state changed to the ON state
5015,Receptacle Power State - On
5016,The receptacle power state changed to the OFF state
5017,Receptacle Power State - Off
5018,The Branch Receptacle Module's input breaker is open
5019,Branch Breaker Open
5020,Device Configuration Change
5021,Device Configuration Change
5022,Basic Display Module Removed
5023,Basic Display Module Removed
5024,Basic Display Module Discovered
5025,Basic Display Module Discovered
5026,The PDU's globally unique serial number assigned at the time of manufacture
5027,PDU Serial Number
5028,The Power Module is installed in the Power Distribution Unit (PDU) identified by this Serial Number (S/N)
5029,PDU Module S/N
5030,The system has detected a power module over current condition
5031,PDU Over Current
5032,The system has detected a power module under current condition
5033,PDU Under Current
5034,One or more conditions indicate a power module failure, service is required
5035,PDU Failure
5036,Internal communications failure with the Power Module
5037,PDU Communication Fail
5038,Branch Receptacle Module Removed
5039,Branch Removed
5040,Branch Receptacle Module Discovered
5041,Branch Discovered
5042,The system has detected a Branch Receptacle Module over current condition
5043,Branch Over Current
5044,The system has detected a Branch Receptacle Module under current condition
5045,Branch Current
5046,The receptacle's load stopped drawing power
5047,Receptacle Load Removed
5048,The receptacle's load started to draw power
5049,Receptacle Load Added
5050,A runtime assigned receptacle identification number
5051,Receptacle Identifier
5052,A runtime assigned Branch Receptacle Module identification number
5053,Branch Identifier
5054,A runtime assigned power module identification number
5055,Power Module Identifier
5056,A runtime assigned advanced power strip identification number
5057,Power Distribution Unit ID
5058,PDU's Total Input Power (sum of power for all phases).
5059,PDU Total Input Power
5060,Total accumulated energy, measured at the module input line 1, since the last energy reset. Writing a value of 0 (zero) to this causes the accumulated energy to be reset for line 1
5061,PDU Total Input Power via L1
5062,Total accumulated energy, measured at the module input line 2, since the last energy reset. Writing a value of 0 (zero) to this causes the accumulated energy to be reset for line 2
5063,PDU Total Input Power via L2
5064,Total accumulated energy, measured at the module input line 3, since the last energy reset. Writing a value of 0 (zero) to this causes the accumulated energy to be reset for line 3
5065,PDU Total Input Power via L3
5066,Branch Receptacle Module label - user assigned
5067,Branch User Assigned Label
5068,User assigned Branch Receptacle Module asset tag
5069,Branch Asset Tag 01
5070,User assigned Branch Receptacle Module asset tag
5071,Branch Asset Tag 02
5072,Module Serial Number
5073,Module Serial Number
5074,PEM
5075,Branch Receptacle Module
5076,Basic Display Module
5077,Communications Module
5078,Power Rail Chassis
5079,Module Removed
5080,Module Removed
5081,Module Added
5082,Module Added
5083,Power Distribution Unit module type
5084,PDU Module Type
5085,If the receptacle current is below this percentage of the full scale rated value, an alarm is activated
5086,Under Current Alarm Threshold
5087,If the receptacle current is above this percentage of the full scale rated value, a warning is activated
5088,Over Current Warning Threshold
5089,If the receptacle current is above this percentage of the full scale rated value, an alarm is activated
5090,Over Current Alarm Threshold
5091,If the module current is below this percentage of the full scale rated value, an under current alarm is activated
5092,Under Current Alarm Threshold
5093,If the module current is above this percentage of the full scale rated value, an over current warning is activated
5094,Over Current Warning Threshold
5095,If the module current is above this percentage of the full scale rated value, an over current alarm is activated
5096,Over Current Alarm Threshold
5097,If the module current is below this percentage of the full scale rated value, an under current alarm is activated
5098,Under Current Alarm Threshold
5099,If the module current is above this percentage of the full scale rated value, an over current warning is activated
5100,Over Current Warning Threshold
5101,If the module current is above this percentage of the full scale rated value, an over current alarm is activated
5102,Over Current Alarm Threshold
5103,If the module's line 1 current is below this percentage of the full scale rated value, an under current alarm is activated
5104,Under Current Alarm Threshold L1
5105,If the module's line 2 current is below this percentage of the full scale rated value, an under current alarm is activated
5106,Under Current Alarm Threshold L2
5107,If the module's line 3 current is below this percentage of the full scale rated value, an under current alarm is activated
5108,Under Current Alarm Threshold L3
5109,If the module's line 1 current is above this percentage of the full scale rated value, an over current warning is activated
5110,Over Current Warn Threshold L1
5111,If the module's line 2 current is above this percentage of the full scale rated value, an over current warning is activated
5112,Over Current Warn Threshold L2
5113,If the module's line 3 current is above this percentage of the full scale rated value, an over current warning is activated
5114,Over Current Warn Threshold L3
5115,If the module's line 1 current is above this percentage of the full scale rated value, an over current alarm is activated
5116,Over Current Alarm Threshold L1
5117,If the module's line 2 current is above this percentage of the full scale rated value, an over current alarm is activated
5118,Over Current Alarm Threshold L2
5119,If the module's line 3 current is above this percentage of the full scale rated value, an over current alarm is activated
5120,Over Current Alarm Threshold L3
5121,If the module current is below this percentage of the full scale rated value, an under current alarm is activated
5122,Under Current Alarm Threshold
5123,If the module current is above this percentage of the full scale rated value, an over current warning is activated
5124,Over Current Warning Threshold
5125,If the module current is above this percentage of the full scale rated value, an over current alarm is activated
5126,Over Current Alarm Threshold
5127,If the module current is below this percentage of the full scale rated value, an under current alarm is activated
5128,Under Current Alarm Threshold
5129,If the module current is above this percentage of the full scale rated value, an over current warning is activated
5130,Over Current Warning Threshold
5131,If the module current is above this percentage of the full scale rated value, an over current alarm is activated
5132,Over Current Alarm Threshold
5133,Reset to factory defaults
5134,No action
5135,Reset the system to the factory default settings
5136,Reset System to Factory Defaults
5137,Module compatibility error requires a system firmware update to resolve
5138,Firmware Update Required
5139,A generic test event designed to evaluate system handling of events
5140,Generic Test Event
5141,Defines the number of devices contained in the system
5142,System Device Count
5143,microOhm
5144,milliOhm
5145,ohm
5146,kiloOhm
5147,megaOhm
5148,Server Class
5149,The general classification for this system
5150,UPS
5151,AIR
5152,PMP
5153,PDU
5154,PDU Available Current Until Alarm
5155,The amount of current increase allowed before the over current alarm occurs.
5156,PDU Percent Current Utilization
5157,The percent of current utilization relative to over current alarm threshold.
5158,Branch Available Current Until Alarm
5159,Branch Percent Current Utilization
5160,Receptacle Available Current Until Alarm
5161,Receptacle Percent Current Utilization
5162,PDU Available L1 Current Until Alarm
5163,PDU Available L2 Current Until Alarm
5164,PDU Available L3 Current Until Alarm
5165,PDU Percent L1 Current Utilization
5166,PDU Percent L2 Current Utilization
5167,PDU Percent L3 Current Utilization
5168,Auxiliary Sensor Identifier
5169,System assigned auxiliary sensor identification number
5170,System Assigned Label
5171,Label assigned to the Auxiliary Sensor at runtime by the system. The value is independent of any user assigned label or asset tag.
5172,Auxiliary Sensor's Relative Position
5173,Auxiliary sensor relative position. This is a one-based value that indicates the sensor's position relative to the sensor string connector.
5174,PDU Module S/N
5175,The Auxiliary Sensor is installed in the Power Distribution Unit (PDU) identified by this Serial Number (S/N)
5176,Auxiliary Sensor Measurement Type
5177,Auxiliary Sensor Measurement Type
5178,Temperature
5179,Relative Humidity
5180,Auxiliary Sensor User Assigned Label
5181,User assigned auxiliary sensor label.
5182,Auxiliary Sensor Asset Tag 01
5183,User assigned auxiliary sensor asset tag 01
5184,Auxiliary Sensor Asset Tag 02
5185,User assigned auxiliary sensor asset tag 02
5186,Temperature Sensor Serial Number
5187,The Temperature Sensor's globally unique serial number assigned at the time of manufacture
5188,Temperature measured at the temperature sensor
5189,Over Temperature
5190,An over temperature condition was detected.
5191,Under Temperature
5192,An under temperature condition was detected
5193,Over Temperature Warning Threshold
5194,Over temperature warning threshold.
5195,Over Temperature Alarm Threshold
5196,Over temperature alarm threshold.
5197,Under Temperature Warning Threshold
5198,Under temperature warning threshold.
5199,Under Temperature Alarm Threshold
5200,Under temperature alarm threshold.
5201,Humidity Sensor Serial Number
5202,The Humidity Sensor's globally unique serial number assigned at the time of manufacture
5203,Relative Humidity
5204,Relative Humidity measured at the humidity sensor
5205,Over Relative Humidity
5206,An over relative humidity condition was detected
5207,Under Relative Humidity
5208,An under relative humidity condition was detected
5209,Over Relative Humidity Warning Threshold
5210,Over relative humidity warning threshold.
5211,Over Relative Humidity Alarm Threshold
5212,Over relative humidity alarm threshold.
5213,Under Relative Humidity Warning Threshold
5214,Under relative humidity warning threshold.
5215,Under Relative Humidity Alarm Threshold
5216,Under relative humidity alarm threshold.
5217,Auxiliary Sensor String
5218,Ext Air Sensor A Temperature
5219,Air temperature as measured by external air sensor A.
5220,Ext Air Sensor A Humidity
5221,Relative humidity as measured by external air sensor A.
5222,Ext Air Sensor A Dew Point Temp
5223,Dew point temperature as measured by external air sensor A.
5224,Ext Air Sensor B Temperature
5225,Air temperature as measured by external air sensor B.
5226,Ext Air Sensor B Humidity
5227,Relative humidity as measured by external air sensor B.
5228,Ext Air Sensor B Dew Point Temp
5229,Dew point temperature as measured by external air sensor B.
5230,External Air Over Temp Threshold
5231,Threshold value used in the ([External Air Sensor A Over Temperature], [External Air Sensor B Over Temperature]...) events.
5232,External Air Sensor A Over Temperature
5233,[Ext Air Sensor A Temperature] has exceeded [External Air Over Temp Threshold].
5234,Ext Air Sensor A Over Temp - Event Control
5235,Enable/disable the activation of the [External Air Sensor A Over Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5236,Ext Air Sensor A Over Temp - Event Type
5237,The event type for the [External Air Sensor A Over Temperature] event.
5238,Message
5239,Warning
5240,Alarm
5241,External Air Sensor B Over Temperature
5242,[Ext Air Sensor B Temperature] has exceeded [External Air Over Temp Threshold].
5243,Ext Air Sensor B Over Temp - Event Control
5244,Enable/disable the activation of the [External Air Sensor B Over Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5245,Ext Air Sensor B Over Temp - Event Type
5246,The event type for the [External Air Sensor B Over Temperature] event.
5247,Ext Air Under Temp Threshold
5248,Threshold value used in the ([Ext Air Sensor A Under Temperature], [Ext Air Sensor B Under Temperature]...) events.
5249,Ext Air Sensor A Under Temperature
5250,[Ext Air Sensor A Temperature] has dropped below [Ext Air Under Temp Threshold].
5251,Ext Air Sensor A Under Temp - Event Control
5252,Enable/disable the activation of the [Ext Air Sensor A Under Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5253,Ext Air Sensor A Under Temp - Event Type
5254,The event type for the [Ext Air Sensor A Under Temperature] event.
5255,Ext Air Sensor B Under Temperature
5256,[Ext Air Sensor B Temperature] has dropped below [Ext Air Under Temp Threshold].
5257,Ext Air Sensor B Under Temp - Event Control
5258,Enable/disable the activation of the [Ext Air Sensor B Under Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5259,Ext Air Sensor B Under Temp - Event Type
5260,The event type for the [Ext Air Sensor B Under Temperature] event.
5261,Ext Dew Point Over Temp Threshold
5262,Threshold value used in the [Ext Dew Point Over Temperature] event.
5263,Ext Dew Point Over Temperature
5264,At least one dew point temperature reading ([Ext Air Sensor A Dew Point Temp], [Ext Air Sensor B Dew Point Temp]...) has exceeded [Ext Dew Point Over Temp Threshold].
5265,Ext Dew Point Over Temp - Event Control
5266,Enable/disable the activation of the [Ext Dew Point Over Temperature] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5267,Ext Dew Point Over Temp - Event Type
5268,The event type for the [Ext Dew Point Over Temperature] event.
5269,External Air Sensor A Issue
5270,The external air sensor A is disconnected or the signal is out of range.
5271,Ext Air Sensor A Issue - Event Control
5272,Enable/disable the activation of the [External Air Sensor A Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5273,External Air Sensor A Issue - Event Type
5274,The event type for the [External Air Sensor A Issue] event.
5275,External Air Sensor B Issue
5276,The external air sensor B is disconnected or the signal is out of range.
5277,Ext Air Sensor B Issue - Event Control
5278,Enable/disable the activation of the [External Air Sensor B Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5279,External Air Sensor B Issue - Event Type
5280,The event type for the [External Air Sensor B Issue] event.
5281,Supply Chilled Water Temperature
5282,Supply chilled water temperature.
5283,Supply Chilled Water Over Temp Threshold
5284,Threshold value used in the [Supply Chilled Water Over Temp] event.
5285,Supply Chilled Water Over Temp
5286,[Supply Chilled Water Temperature] has exceeded [Supply Chilled Water Over Temp Threshold].
5287,Supply CW Over Temp - Event Control
5288,Enable/disable the activation of the [Supply Chilled Water Over Temp] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5289,Supply CW Over Temp - Event Type
5290,The event type for the [Supply Chilled Water Over Temp] event.
5291,Supply Chilled Water Temp Sensor Issue
5292,The supply chilled water temperature sensor is disconnected or the signal is out of range.
5293,Supply CW Temp Sensor Issue - Event Control
5294,Enable/disable the activation of the [Supply Chilled Water Temp Sensor Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5295,Supply CW Temp Sensor Issue - Event Type
5296,The event type for the [Supply Chilled Water Temp Sensor Issue] event.
5297,Supply Refrigerant Temperature
5298,Supply refrigerant temperature.
5299,Supply Refrig Over Temp Threshold
5300,Threshold value used in the [Supply Refrigerant Over Temp] event.
5301,Supply Refrigerant Over Temp
5302,Event that is activated when [Supply Refrigerant Temperature] exceeds [Supply Refrig Over Temp Threshold]. The event is deactivated when the temperature drops below the threshold.
5303,Supply Refrig Over Temp - Event Control
5304,Enable/disable the activation of the [Supply Refrigerant Over Temp] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5305,Supply Refrig Over Temp - Event Type
5306,The event type for the [Supply Refrigerant Over Temp] event.
5307,Supply Refrigerant Under Temp
5308,[Supply Refrigerant Temperature] has dropped below a specified threshold.
5309,Supply Refrig Under Temp - Event Control
5310,Enable/disable the activation of the [Supply Refrigerant Under Temp] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5311,Supply Refrig Under Temp - Event Type
5312,The event type for the [Supply Refrigerant Under Temp] event.
5313,Supply Refrigerant Temp Sensor Issue
5314,The supply refrigeramt temperature sensor is disconnected or the signal is out of range.
5315,Supply Refrig Temp Sensor Issue - Event Control
5316,Enable/disable the activation of the [Supply Refrigerant Temp Sensor Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5317,Supply Refrig Temp Sensor Issue - Event Type
5318,The event type for the [Supply Refrigerant Temp Sensor Issue] event.
5319,Supply Fluid Temperature
5320,Supply fluid temperature.
5321,Supply Fluid Over Temp Threshold
5322,Threshold value used in the [Supply Fluid Over Temp] event.
5323,Supply Fluid Over Temp
5324,[Supply Fluid Temperature] has exceeded [Supply Fluid Over Temp Threshold].
5325,Supply Fluid Over Temp - Event Control
5326,Enable/disable the activation of the [Supply Fluid Over Temp] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5327,Supply Fluid Over Temp - Event Type
5328,The event type for the [Supply Fluid Over Temp] event.
5329,Supply Fluid Under Temp
5330,[Supply Fluid Temperature] has dropped below a specified threshold.
5331,Supply Fluid Under Temp - Event Control
5332,Enable/disable the activation of the [Supply Fluid Under Temp] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5333,Supply Fluid Under Temp - Event Type
5334,The event type for the [Supply Fluid Under Temp] event.
5335,Supply Fluid Temp Sensor Issue
5336,The supply fluid temperature sensor is disconnected or the signal is out of range.
5337,Supply Fluid Temp Sensor Issue - Event Control
5338,Enable/disable the activation of the [Supply Fluid Temp Sensor Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5339,Supply Fluid Temp Sensor Issue - Event Type
5340,The event type for the [Supply Fluid Temp Sensor Issue] event.
5341,Pump 1 State
5342,Pump 1 operational state.
5343,Pump 2 State
5344,Pump 2 operational state.
5345,Pump 1 Loss of Flow
5346,Loss of flow is detected in pump 1. The loss of flow condition occurs when no differential pressure is detected across the pump.
5347,Pump 1 Loss of Flow - Event Control
5348,Enable/disable the activation of the [Pump 1 Loss of Flow] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5349,Pump 1 Loss of Flow - Event Type
5350,The event type for the [Pump 1 Loss of Flow] event.
5351,Pump 2 Loss of Flow
5352,Loss of flow is detected in pump 2. The loss of flow condition occurs when no differential pressure is detected across the pump.
5353,Pump 2 Loss of Flow - Event Control
5354,Enable/disable the activation of the [Pump 2 Loss of Flow] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5355,Pump 2 Loss of Flow - Event Type
5356,The event type for the [Pump 2 Loss of Flow] event.
5357,Pump Short Cycle
5358,Pumps have short cycled. A short cycle is defined as turning on and off a number of times over a set time period.
5359,Pump Short Cycle - Event Control
5360,Enable/disable the activation of the [Pump Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5361,Pump Short Cycle - Event Type
5362,The event type for the [Pump Short Cycle] event.
5363,Compressor 1A State
5364,Compressor 1A operational state.
5365,Compressor 1B State
5366,Compressor 1B operational state.
5367,Compressor 2A State
5368,Compressor 2A operational state.
5369,Compressor 2B State
5370,Compressor 2B operational state.
5371,Compressor 1A High Head Pressure
5372,Compressor 1A high head pressure.
5373,Compressor 1A High Head Pressure - Event Control
5374,Enable/disable the activation of the [Compressor 1A High Head Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5375,Compressor 1A High Head Pressure - Event Type
5376,The event type for the [Compressor 1A High Head Pressure] event.
5377,Compressor 1B High Head Pressure
5378,Compressor 1B high head pressure.
5379,Compressor 1B High Head Pressure - Event Control
5380,Enable/disable the activation of the [Compressor 1B High Head Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5381,Compressor 1B High Head Pressure - Event Type
5382,The event type for the [Compressor 1B High Head Pressure] event.
5383,Compressor 2A High Head Pressure
5384,Compressor 2A high head pressure.
5385,Compressor 2A High Head Pressure - Event Control
5386,Enable/disable the activation of the [Compressor 2A High Head Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5387,Compressor 2A High Head Pressure - Event Type
5388,The event type for the [Compressor 2A High Head Pressure] event.
5389,Compressor 2B High Head Pressure
5390,Compressor 2B high head pressure.
5391,Compressor 2B High Head Pressure - Event Control
5392,Enable/disable the activation of the [Compressor 2B High Head Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5393,Compressor 2B High Head Pressure - Event Type
5394,The event type for the [Compressor 2B High Head Pressure] event.
5395,Compressor 1A Short Cycle
5396,Compressor 1A short cycle. A short cycle is defined as turning on and off a number of times over a set time period.
5397,Compressor 1A Short Cycle - Event Control
5398,Enable/disable the activation of the [Compressor 1A Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5399,Compressor 1A Short Cycle - Event Type
5400,The event type for the [Compressor 1A Short Cycle] event.
5401,Compressor 1B Short Cycle
5402,Compressor 1B short cycle. A short cycle is defined as turning on and off a number of times over a set time period.
5403,Compressor 1B Short Cycle - Event Control
5404,Enable/disable the activation of the [Compressor 1B Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5405,Compressor 1B Short Cycle - Event Type
5406,The event type for the [Compressor 1B Short Cycle] event.
5407,Compressor 2A Short Cycle
5408,Compressor 2A short cycle. A short cycle is defined as turning on and off a number of times over a set time period.
5409,Compressor 2A Short Cycle - Event Control
5410,Enable/disable the activation of the [Compressor 2A Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5411,Compressor 2A Short Cycle - Event Type
5412,The event type for the [Compressor 2A Short Cycle] event.
5413,Compressor 2B Short Cycle
5414,Compressor 2B short cycle. A short cycle is defined as turning on and off a number of times over a set time period.
5415,Compressor 2B Short Cycle - Event Control
5416,Enable/disable the activation of the [Compressor 2B Short Cycle] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5417,Compressor 2B Short Cycle - Event Type
5418,The event type for the [Compressor 2B Short Cycle] event.
5419,Tandem 1 Low Suction Pressure
5420,'Tandem compressors' 1 low suction pressure.
5421,Tandem 1 Low Suction Pressure - Event Control
5422,Enable/disable the activation of the [Tandem 1 Low Suction Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5423,Tandem 1 Low Suction Pressure - Event Type
5424,The event type for the [Tandem 1 Low Suction Pressure] event.
5425,Tandem 2 Low Suction Pressure
5426,'Tandem compressors' 2 low suction pressure.
5427,Tandem 2 Low Suction Pressure - Event Control
5428,Enable/disable the activation of the [Tandem 2 Low Suction Pressure] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5429,Tandem 2 Low Suction Pressure - Event Type
5430,The event type for the [Tandem 2 Low Suction Pressure] event.
5431,Hot Gas Valve 1 Open Position
5432,Hot gas valve 1 open position.
5433,Hot Gas Valve 2 Open Position
5434,Hot gas valve 2 open position.
5435,Hot Gas Solenoid Valve 1 Position
5436,Hot gas solenoid valve 1 position.
5437,closed
5438,open
5439,Hot Gas Solenoid Valve 2 Position
5440,Hot gas solenoid valve 2 position
5441,Chilled Water Control Valve Position
5442,Chilled water valve out of position. Chilled water control valve position does not match expected value.
5443,Chilled Water Cntrl Valve Pos - Event Control
5444,Enable/disable the activation of the [Chilled Water Control Valve Position] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5445,Chilled Water Cntrl Valve Pos - Event Type
5446,The event type for the [Chilled Water Control Valve Position] event.
5447,System Operating State
5448,Current operating state of the system.
5449,off
5450,on
5451,standby
5452,System Control Mode
5453,System control mode.
5454,Internal (Auto)
5455,External (Manual)
5456,Cooling Output
5457,Amount of cooling being applied relative to the unit's cooling capacity.
5458,Minimum Room Temperature Set Point
5459,Minimum desired room air temperature. If the room air temperature falls below this set point, the unit will reduce the cooling.
5460,Auto Restart Delay
5461,If power is lost, the control will delay this amount of time after power is restored before restarting the unit.
5462,System Condensation Detected
5463,System condensation detected.
5464,System Condensation Detected - Event Control
5465,Enable/disable the activation of the [System Condensation Detected] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5466,System Condensation Detected - Event Type
5467,The event type for the [System Condensation Detected] event.
5468,Shutdown - Loss Of Power
5469,System lost power. This event becomes active when the unit is powered on following an unexpected loss of power.
5470,Shutdown - Loss Of Power - Event Control
5471,Enable/disable the activation of the [Shutdown - Loss Of Power] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5472,Shutdown - Loss Of Power - Event Type
5473,The event type for the [Shutdown - Loss Of Power] event.
5474,System Event Acknowledge/Reset
5475,Reset and/or acknowledge all events.
5476,Reset
5477,Acknowledge
5478,Failure
5479,Input Contact 01 - Event Control
5480,Enable/disable the activation of the [Input Contact 01] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5481,Input Contact 01 - Event Type
5482,The event type for the [Input Contact 01] event.
5483,Smoke Detected
5484,Smoke detected.
5485,Smoke Detected - Event Control
5486,Enable/disable the activation of the [Smoke Detected] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5487,Smoke Detected - Event Type
5488,The event type for the [Smoke Detected] event.
5489,Water Under Floor
5490,Water under the floor is detected.
5491,Water Under Floor - Event Control
5492,Enable/disable the activation of the [Water Under Floor] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5493,Water Under Floor - Event Type
5494,The event type for the [Water Under Floor] event.
5495,Service Required
5496,Unit requires servicing.
5497,Service Required - Event Control
5498,Enable/disable the activation of the [Service Required] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5499,Service Required - Event Type
5500,The event type for the [Service Required] event.
5501,Fan Issue
5502,One or more fans are not operating within their operational parameters.
5503,Fan Issue - Event Control
5504,Enable/disable the activation of the [Fan Issue] event. If set to 'disabled', the event will not be annunciated. This implies that the event will not be placed in any active event list or in any event history list.
5505,Fan Issue - Event Type
5506,The event type for the [Fan Issue] event.
5507,Receptacle Load Dropped
5508,The receptacle's load is not drawing power
5509,Temperature Offset
5510,Temperature Offset. This value is added to the temperature sensor measurement to calibrate the sensor.
5511,Relative Humidity Offset
5512,Relative Humidity Offset. This value is added to the humidity sensor measurement to calibrate the sensor.
5513,Input Qualification Status
5514,input qualification status
5515,Fail
5516,Marginal Low
5517,Normal
5518,Marginal High
5519,Static Bypass Switch
5520,Static Bypass Switch state - On/Off
5521,Bypass Qualification Status
5522,bypass qualification status
5523,Bypass Retransfer Time Remaining
5524,Time remaining before an inverter overload or inverter fault can be cleared and auto retransfer from the bypass to the inverter can take place
5525,Battery Amp-Hours Consumed This Discharge
5526,Battery amp-hours withdrawn this discharge.
5527,Battery Automatic Test Inhibited
5528,Automatic (scheduled) battery tests are inhibited
5529,Battery Self Test
5530,Battery self test is in progress
5531,Battery Low Shutdown
5532,Battery disconnect due to end-of-discharge.
5533,DC Bus Qualification Status
5534,dc bus qualification status
5535,Output Qualification Status
5536,output qualification status
5537,Inverter Output Qualification Status
5538,inverter output qualification status
5539,Inverter On/Off State
5540,inverter on/off state
5541,Equipment Temperature Sensor Fail
5542,One or more temperature sensors report a temperature outside of the range of expected operation.
5543,Rectifier Status
5544,rectifier status
5545,System Fan Failure - Redundant
5546,Redundant system fan failure
5547,Multiple Fan Failure
5548,Multiple fan failure
5549,Configuration Description
5550,Configuration description
5551,Single Module System 33
5552,Single Module System 34
5553,Single Module System 44
5554,1+1 33
5555,1+1 34
5556,1+1 44
5557,1+N 33
5558,1+N 34
5559,1+N 44
5560,N+1 33
5561,N+1 34
5562,N+1 44
5563,SCC w/Continuous Duty SS 33
5564,SCC w/Continuous Duty SS 44
5565,SCC w/Momentary Duty SS
5566,Main Static Switch
